Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Levels,Final_JLPT_Level
4075.0,片,43983.0,1,0,,"['bill', 'handbill', 'flyer', 'flier', 'leaflet', 'poster', 'placard']",,
4076.0,正体,43958.0,0,0,,"['true character', 'true form', 'true colors', 'identity', 'truth (of a mystery, phenomenon, etc.)', 'origin']",,
4077.0,分子,43957.0,0,1,N1,['molecule'],,N1
4078.0,沿い,43950.0,0,1,N1,"['along (a river, coast, railway, etc.)', 'on (e.g. a street)']",,N1
4079.0,甲子園,43942.0,0,0,,"['Kōshien (district of Nishinomiya, Hyōgo Prefecture, location of Koshien Stadium)']",,
4080.0,乳,43919.0,0,1,N1,['milk'],,N1
4081.0,両者,43889.0,0,0,,"['pair', 'the two', 'both persons', 'both things']",,
4082.0,活性,43884.0,0,0,,['activity'],,
4083.0,電波,43868.0,0,1,N2,"['radio wave', 'reception', 'signal']",,N2
4084.0,サウンドトラック,43864.0,0,0,,['soundtrack'],,
4085.0,付与,43864.0,0,0,,"['grant', 'allowance', 'endowment', 'bestowal', 'assignment', 'conferment']",,
4086.0,共有,43864.0,0,0,,"['joint ownership', 'co-ownership', 'sharing (e.g. a viewpoint)']",,
4087.0,各駅,43859.0,0,0,,['every station'],,
4088.0,銅,43788.0,1,1,N2,['copper (Cu)'],,N2
4089.0,天文学,43782.0,0,0,,['astronomy'],,
4090.0,卿,43756.0,0,0,,"['Lord', 'Sir']",,
4091.0,武将,43746.0,0,0,,['military commander'],,
4092.0,プール,43698.0,1,0,,['(swimming) pool'],,
4093.0,複雑,43694.0,1,1,N4,"['complex', 'complicated', 'intricate', 'mixed (feelings)']",,N4
4094.0,タッグ,43666.0,0,0,,"['tag', 'label']",,
4095.0,まさ,43660.0,0,0,,"['exact', 'precise']",,
4096.0,日野,43645.0,0,0,,['Hino'],,
4097.0,灯,43619.0,0,1,N3,"['light', 'lamp']",,N3
4098.0,勧め,43616.0,0,1,N1,"['recommendation', 'advice', 'suggestion', 'encouragement']",,N1
4099.0,迷惑,43614.0,0,1,N3,"['trouble', 'bother', 'annoyance', 'nuisance', 'inconvenience']",,N3
4100.0,ラテン,43606.0,0,0,,['Latin (language)'],,
4101.0,どれ,43600.0,0,1,N3,['which (of three or more)'],,N3
4102.0,ゴジラ,43590.0,0,0,,['Godzilla'],,
4103.0,ランク,43589.0,0,0,,"['rank', 'standing']",,
4104.0,既存,43580.0,0,0,,['existing'],,
4105.0,例外,43572.0,0,1,N2,['exception'],,N2
4106.0,控え,43564.0,0,0,,"['reserve', 'spare', 'backup']",,
4107.0,委託,43539.0,0,1,N1,"['entrusting (something to a person)', 'consignment (of goods)', ""putting in someone's charge"", 'trust', 'commission']",,N1
4108.0,チャンピオンズ,43532.0,0,0,,['Champions on Ice'],,
4109.0,別に,43497.0,0,1,N3,"['(not) particularly', '(not) especially', '(not) specially']",,N3
4110.0,巡,43497.0,0,0,,"['counter for tours, cycles, rounds, circuits, etc.']",,
4111.0,決議,43492.0,0,1,N1,"['resolution', 'vote', 'decision']",,N1
4112.0,マンガ,43488.0,0,0,,"['cartoon', 'comic', 'comic strip', 'manga']",,
4113.0,別冊,43486.0,0,0,,"['separate volume', 'extra issue', 'supplement', 'additional volume', 'supplementary volume']",,
4114.0,税,43462.0,1,1,N3,['tax'],,N3
4115.0,くま,43444.0,0,0,,['bear (any mammal of family Ursidae)'],,
4116.0,創造,43435.0,0,1,N1,['creation'],,N1
4117.0,構築,43428.0,0,0,,"['construction', 'building', 'putting up', 'erecting', 'creation', 'formulation', 'architecture (systems, agreement, etc.)']",,
4118.0,居,43423.0,0,0,,['residence'],,
4119.0,死後,43416.0,0,0,,['after death'],,
4120.0,マラソン,43363.0,0,0,,"['marathon', 'long-distance race']",,
4121.0,ボード,43354.0,1,0,,['board'],,
4122.0,生息,43349.0,0,0,,"['inhabiting', 'living']",,
4123.0,こんな,43342.0,0,0,,"['this sort of', 'this kind of', 'like this', 'such']",,
4124.0,くり,43334.0,0,0,,['Japanese chestnut (Castanea crenata)'],,
4125.0,北陸,43327.0,0,0,,"['Hokuriku region (of Honshu; incl. Niigata, Toyama, Ishikawa and Fukui prefectures)']",,
4126.0,だが,43316.0,0,1,N3,"['but', 'however', '(and) yet', 'nevertheless', 'still', 'for all that']",,N3
4127.0,財政,43295.0,0,1,N1,['public finance'],,N1
4128.0,─,43294.0,0,0,,[],,
4129.0,埋葬,43270.0,0,0,,['burial'],,
4130.0,ブルース,43270.0,0,0,,['blues'],,
4131.0,いし,43243.0,0,0,,"['will', 'volition', 'intention', 'intent', 'determination']",,
4132.0,皇后,43242.0,0,0,,['empress (consort)'],,
4133.0,彰,43241.0,0,0,,['Shōgitai (group of former Tokugawa retainers opposed to the Meiji government and fought in the battle of Ueno)'],,
4134.0,照,43224.0,0,0,,"['illumination', 'lighting']",,
4135.0,足利,43217.0,0,0,,['Ashikaga Shinkin Bank'],,
4136.0,手引き,43216.0,0,1,N1,"['guidance', 'lead', 'acting as guide', 'giving assistance']",,N1
4137.0,プレ,43207.0,0,0,,['pre-'],,
4138.0,表彰,43203.0,0,0,,"['(official) commendation', ""public recognition (of someone's achievements, good deeds, etc.)"", 'awarding', 'honouring']",,
4139.0,戦線,43200.0,0,0,,['(war) front'],,
4140.0,旭,43188.0,0,0,,['morning sun'],,
4141.0,ほしい,43158.0,0,0,,"['wanting (to have)', 'desiring', 'wishing for']",,
4142.0,朱,43145.0,0,0,,"['red', 'crimson', 'scarlet']",,
4143.0,移住,43126.0,0,1,N1,"['migration', 'move', 'emigration', 'immigration']",,N1
4144.0,インドネシア,43120.0,0,0,,['Indonesia'],,
4145.0,橘,43109.0,0,0,,['tachibana orange (Citrus tachibana)'],,
4146.0,あくまで,43107.0,0,0,,"['to the end', 'to the bitter end', 'to the last', 'stubbornly', 'persistently', 'consistently', 'to the utmost']",,
4147.0,簡易,43071.0,0,1,N1,"['simple', 'simplified']",,N1
4148.0,南西,43067.0,0,0,,['southwest'],,
4149.0,跡地,43060.0,0,0,,"['former site (of something)', 'site (e.g. of a demolished building)']",,
4150.0,命じ,43059.0,0,0,,"['to order', 'to command']",,
4151.0,ケーブル,43044.0,1,0,,['cable'],,
4152.0,黒い,43030.0,1,1,N5,['black'],,N5
4153.0,らい,43027.0,1,0,,"['next (year, spring, etc.)', 'coming']",,
4154.0,メダル,43017.0,1,0,,['medal'],,
4155.0,ビッグ,43004.0,0,0,,['big'],,
4156.0,東西,42996.0,0,1,N2,['east and west'],,N2
4157.0,かた,42993.0,0,0,,['shoulder'],,
4158.0,紗,42989.0,0,0,,['(silk) gauze'],,
4159.0,あらかじめ,42956.0,0,0,,"['beforehand', 'in advance', 'ahead of time', 'previously']",,
4160.0,見つけ,42945.0,0,0,,"['to find', 'to discover', 'to come across', 'to spot', 'to catch (someone doing)']",,
4161.0,消え,42944.0,0,0,,"['to disappear', 'to vanish', 'to go out of sight', 'to go away', 'to become lost']",,
4162.0,容易,42935.0,0,1,N3,"['easy', 'simple', 'plain']",,N3
4163.0,チャレンジ,42927.0,0,0,,"['taking on (a challenge)', 'attempt', 'try', 'tackling', 'challenging (someone to a contest)']",,
4164.0,連れ,42903.0,0,1,N3,"['companion', 'company']",,N3
4165.0,法学部,42886.0,0,0,,"['school of law', 'faculty of law']",,
4166.0,蓮,42874.0,0,1,N1,"['sacred lotus (Nelumbo nucifera)', 'Indian lotus', 'lotus']",,N1
4167.0,シナリオ,42869.0,0,0,,"['script', 'screenplay']",,
4168.0,応用,42867.0,0,1,N2,"['(practical) application', 'putting to practical use']",,N2
4169.0,住む,42845.0,0,1,N5,"['to live (of humans)', 'to reside', 'to inhabit', 'to dwell', 'to abide']",,N5
4170.0,天才,42828.0,0,1,N1,"['genius', 'prodigy', 'natural gift']",,N1
4171.0,テン,42820.0,0,0,,"['10', 'ten']",,
4172.0,白石,42816.0,0,0,,['white stone'],,
4173.0,会見,42815.0,0,1,N1,"['interview', 'audience', 'meeting', '(viewing) party']",,N1
4174.0,げ,42804.0,0,0,,"['seeming', 'giving the appearance of', 'giving one the feeling of']",,
4175.0,ボランティア,42754.0,1,0,,['volunteer'],,
4176.0,いつ,42752.0,0,0,,"['when', 'at what time', 'how soon']",,
4177.0,衣,42725.0,0,0,,"['clothes', 'garment']",,
4178.0,重ね,42711.0,0,0,,"['pile', 'heap', 'layers (e.g. of clothing)', 'set (e.g. of boxes)', 'course (e.g. of stones)']",,
4179.0,創作,42711.0,0,1,N2,"['creation', 'production', 'creative work (novel, film, etc.)', 'original work', '(creative) writing']",,N2
4180.0,駐,42704.0,0,0,,"['parking', 'parking lot', 'parking space']",,
4181.0,続き,42703.0,0,1,N3,"['continuation', 'rest (of the story, work, etc.)', 'next installment', 'sequel']",,N3
4182.0,侵入,42703.0,0,1,N2,"['invasion', 'incursion', 'raid', 'aggression', 'intrusion', 'trespass', 'penetration', 'hacking']",,N2
4183.0,アドレス,42694.0,0,0,,['address'],,
4184.0,替,42691.0,0,0,,"['substitute', 'replacement', 'substituting', 'replacing']",,
4185.0,悪く,42689.0,0,0,,"['to get worse', 'to deteriorate', 'to go from bad to worse', 'to become worse']",,
4186.0,みどり,42688.0,0,0,,['green'],,
4187.0,兵衛,42680.0,0,0,,['middle palace guard (ritsuryō system)'],,
4188.0,課題,42677.0,0,1,N1,"['subject', 'theme', 'issue', 'matter']",,N1
4189.0,勉強,42673.0,0,1,N5,['study'],,N5
4190.0,小島,42657.0,0,0,,"['small island', 'islet']",,
4191.0,端末,42652.0,0,0,,"['terminal', 'computer terminal']",,
4192.0,幼少,42645.0,0,0,,"['infancy', 'childhood', 'tender age']",,
4193.0,遺伝子,42629.0,0,0,,['gene'],,
4194.0,あゆみ,42597.0,0,0,,['walking'],,
4195.0,数値,42596.0,0,0,,['numerical value'],,
4196.0,まり,42563.0,0,0,,['Mali'],,
4197.0,小学,42561.0,0,0,,"['elementary school', 'primary school', 'grade school']",,
4198.0,岸,42548.0,0,1,N3,"['bank', 'coast', 'shore']",,N3
4199.0,起こっ,42541.0,0,0,,"['to occur', 'to happen']",,
4200.0,豪,42511.0,0,0,,['Australia'],,
4201.0,ピクセル,42506.0,0,0,,"['pixel', 'picture element']",,
4202.0,殺,42482.0,0,0,,"['murder', 'homicide', 'manslaughter']",,
4203.0,やる,42478.0,0,0,,"['to do', 'to undertake', 'to perform', 'to play (a game)', 'to study']",,
4204.0,全部,42476.0,0,1,N5,"['all', 'entire', 'whole', 'altogether']",,N5
4205.0,車種,42446.0,0,0,,['car model'],,
4206.0,日常,42442.0,0,1,N3,"['everyday', 'daily', 'ordinary', 'usual', 'routine', 'regular']",,N3
4207.0,過剰,42433.0,0,1,N2,"['excess', 'surplus', 'superabundance', 'overabundance']",,N2
4208.0,送っ,42428.0,0,0,,"['to send', 'to dispatch', 'to forward', 'to transmit', 'to ship', 'to remit']",,
4209.0,礼,42428.0,1,1,N3,"['thanks', 'gratitude']",,N3
4210.0,依存,42426.0,0,1,N1,"['dependence', 'reliance']",,N1
4211.0,平凡社,42411.0,0,0,,['Heibonsha Ltd (publishers)'],,
4212.0,音響,42409.0,0,0,,"['sound', 'noise', 'acoustics', 'reverberation', 'echo', 'audio']",,
4213.0,まい,42405.0,0,1,N3,"['counter for thin, flat objects (e.g. sheets of paper, plates, coins)']",,N3
4214.0,寧,42398.0,0,0,,"['rather', 'better', 'instead', 'if anything']",,
4215.0,キャンペーン,42386.0,0,0,,"['(sales) promotion', '(sales, advertising) campaign']",,
4216.0,所蔵,42376.0,0,0,,"[""(in one's) possession""]",,
4217.0,先輩,42375.0,0,1,N4,"['senior (at work or school)', 'superior', 'elder', 'older graduate', 'progenitor', 'old-timer']",,N4
4218.0,菊池,42369.0,0,0,,['Kikuchi Kan Prize (cultural award)'],,
4219.0,まあ,42291.0,0,0,,"['just (e.g. ""just wait here"")', 'come now', 'now, now']",,
4220.0,‘,42289.0,0,0,,['‘Abbas ibn ‘Abd al-Muttalib'],,
4221.0,輸入,42226.0,0,1,N4,"['import', 'importation', 'introduction']",,N4
4222.0,投入,42225.0,0,1,N1,"['throwing in', 'inserting', 'depositing (e.g. a ballot)']",,N1
4223.0,養成,42224.0,0,1,N1,"['training', 'education', 'development', 'cultivation']",,N1
4224.0,研,42219.0,0,0,,"['research', 'study', 'investigation']",,
4225.0,戦死,42210.0,0,0,,['death in battle'],,
4226.0,深く,42210.0,0,0,,"['deeply', 'intimately', 'heartily', 'sincerely', 'profoundly']",,
4227.0,郷土,42190.0,0,0,,"['native place', 'birth-place', ""one's old home""]",,
4228.0,シート,42183.0,1,0,,['seat'],,
4229.0,当日,42179.0,0,1,N2,"['day in question', 'appointed day', 'that very day', 'the day (of issue, publication, etc.)']",,N2
4230.0,信長,42159.0,0,0,,"[""Nobunaga's Ambition""]",,
4231.0,開局,42146.0,0,0,,"['opening (of a broadcasting station, post office, bureau, etc.)', 'establishment']",,
4232.0,三木,42140.0,0,0,,['Ryota Miki'],,
4233.0,ぜ,42139.0,0,0,,['I can tell you'],,
4234.0,投,42137.0,0,0,,['pitching ability'],,
4235.0,どうも,42135.0,0,0,,"['thank you', 'thanks']",,
4236.0,水泳,42131.0,1,1,N4,['swimming'],,N4
4237.0,駒,42123.0,0,0,,"['piece (in shogi, chess, etc.)']",,
4238.0,そちら,42104.0,0,0,,"['that way', 'that direction']",,
4239.0,風景,42103.0,0,1,N3,"['scenery', 'scene', 'landscape', 'view', 'sight']",,N3
4240.0,官房,42066.0,0,0,,['government secretariat'],,
4241.0,支社,42058.0,0,0,,['branch office'],,
4242.0,ダブルス,42057.0,0,0,,"['doubles (tennis, badminton, etc.)']",,
4243.0,キロメートル,42035.0,0,0,,"['kilometer', 'kilometre']",,
4244.0,関わら,42028.0,0,0,,"['in spite of', 'despite', 'although']",,
4245.0,黒田,42024.0,0,0,,['Kuroda'],,
4246.0,異論,42024.0,0,1,N1,"['different opinion', 'objection']",,N1
4247.0,ン,42023.0,0,0,,['some'],,
4248.0,ドリーム,42016.0,0,0,,['dream'],,
4249.0,鷹,41978.0,0,0,,"['hawk', 'falcon']",,
4250.0,問わ,41977.0,0,0,,"['regardless of', 'irrespective of', 'without distinction of', 'no matter (how, what, when, etc.)']",,
4251.0,ターミナル,41975.0,1,0,,['terminal'],,
4252.0,聡,41960.0,0,0,,['14927 Satoshi'],,
4253.0,キーボード,41958.0,1,0,,['keyboard'],,
4254.0,深い,41949.0,0,1,N4,['deep'],,N4
4255.0,侍,41935.0,0,1,N1,"['warrior (esp. of military retainers of daimyos in the Edo period)', 'samurai']",,N1
4256.0,離脱,41917.0,0,0,,"['withdrawal', 'secession', 'separation', 'breakaway']",,
4257.0,直通,41901.0,0,1,N2,"['direct line', 'direct communication', 'connecting directly', 'through service', 'nonstop service']",,N2
4258.0,トム,41879.0,0,0,,"['Tomcat (fighter aircraft)', 'F-14']",,
4259.0,はっきり,41864.0,0,0,,"['clearly', 'plainly', 'distinctly']",,
4260.0,棋士,41864.0,0,0,,"['professional shogi player', 'professional go player']",,
4261.0,有し,41861.0,0,0,,"['interested person', 'volunteer', 'supporter']",,
4262.0,お互い,41797.0,0,1,N3,"['each other', 'one another']",,N3
4263.0,達し,41793.0,0,0,,"['official notice', 'notification']",,
4264.0,ショップ,41774.0,1,0,,['shop'],,
4265.0,大将,41773.0,0,0,,"['general', 'admiral']",,
4266.0,たけ,41771.0,0,0,,['bamboo (any grass of subfamily Bambusoideae)'],,
4267.0,ジム,41753.0,1,0,,"['gym', 'gymnasium']",,
4268.0,開か,41739.0,0,0,,"['room that is forbidden to enter', 'locked room', 'unopened room']",,
4269.0,ギャラリー,41732.0,0,0,,"['gallery', 'corridor']",,
4270.0,露,41715.0,0,1,N1,['dew'],,N1
4271.0,全面,41711.0,0,0,,"['whole surface', 'entire']",,
4272.0,自主,41704.0,0,1,N1,"['independence', 'autonomy', 'self-reliance']",,N1
4273.0,変える,41703.0,0,1,N4,"['to change', 'to alter', 'to transform', 'to convert', 'to turn', 'to vary']",,N4
4274.0,やり,41682.0,0,0,,"['spear', 'lance']",,
4275.0,学ぶ,41681.0,0,1,N3,"['to learn', 'to study', 'to take lessons in']",,N3
4276.0,一家,41670.0,0,1,N3,"['a family', 'a household', 'a home', ""one's family"", 'whole family']",,N3
4277.0,証言,41648.0,0,1,N1,"['testimony', '(verbal) evidence']",,N1
4278.0,属し,41634.0,0,0,,"['to belong to', 'to come under', 'to be affiliated with', 'to be subject to']",,
4279.0,ボディ,41634.0,0,0,,['body'],,
4280.0,業種,41632.0,0,0,,['type of industry'],,
4281.0,解析,41625.0,0,0,,"['analysis', 'analytical study']",,
4282.0,ガラス,41616.0,0,0,,"['glass', 'pane']",,
4283.0,歌唱,41611.0,0,0,,"['song', 'singing']",,
4284.0,ポンド,41605.0,0,0,,['pound (unit of weight)'],,
4285.0,卵,41601.0,1,1,N5,"['eggs', 'egg', 'spawn', 'roe']",,N5
4286.0,沿岸,41596.0,0,1,N1,"['coast', 'shore']",,N1
4287.0,決戦,41576.0,0,0,,"['decisive battle', 'deciding match', 'play-off']",,
4288.0,卓球,41569.0,0,0,,"['table tennis', 'ping-pong']",,
4289.0,中田,41567.0,0,0,,['Chuuden'],,
4290.0,ニーズ,41551.0,0,0,,"['needs', 'demands', 'requests']",,
4291.0,リボン,41550.0,0,0,,['ribbon'],,
4292.0,売却,41542.0,0,0,,"['selling off', 'disposal by sale', 'sale']",,
4293.0,メトロ,41538.0,1,0,,"['metro', 'subway', 'underground railway']",,
4294.0,呂,41515.0,0,0,,['bass range (in Japanese music)'],,
4295.0,ヘンリー,41486.0,0,0,,['henry (unit of inductance)'],,
4296.0,やがて,41470.0,0,0,,"['before long', 'soon', 'shortly']",,
4297.0,浦和,41459.0,0,0,,['Urawa'],,
4298.0,馬場,41448.0,0,0,,"['riding ground', 'racecourse', 'racetrack']",,
4299.0,卒,41439.0,0,0,,['low-ranking soldier'],,
4300.0,論理,41433.0,0,1,N1,['logic'],,N1
4301.0,乗っ,41417.0,0,0,,"['to take possession of (forcibly)', 'to take over (a company, account, etc.)', 'to capture (a castle, enemy position, etc.)', 'to seize', 'to occupy', 'to usurp']",,
4302.0,戦史,41416.0,0,0,,"['military history', 'military annals']",,
4303.0,空中,41409.0,0,1,N2,"['sky', 'air', 'mid-air']",,N2
4304.0,気筒,41400.0,0,0,,['cylinder'],,
4305.0,部下,41399.0,0,1,N1,['subordinate person'],,N1
4306.0,パソコン,41387.0,1,0,,"['personal computer', 'PC']",,
4307.0,翌日,41378.0,0,0,,['next day'],,
4308.0,音源,41355.0,0,0,,"['sound source', 'sound generator', 'tone generator']",,
4309.0,話し,41323.0,0,0,,"['talk', 'speech', 'chat', 'conversation']",,
4310.0,パートナー,41302.0,1,0,,['(dance) partner'],,
4311.0,くれる,41288.0,0,0,,"['to get dark', 'to grow dark']",,
4312.0,突然,41287.0,0,1,N3,"['abrupt', 'sudden', 'unexpected']",,N3
4313.0,スミス,41286.0,0,0,,"['Smith', 'Smyth']",,
4314.0,実力,41275.0,0,1,N2,"['(real) ability', 'true strength', 'merit', 'efficiency', 'competency']",,N2
4315.0,ぶ,41269.0,0,0,,"['department (in an organization, company, etc.)', 'division', 'bureau', 'faculty']",,
4316.0,レストラン,41255.0,1,0,,['restaurant (esp. Western-style)'],,
4317.0,死ん,41247.0,0,0,,"['playing dead', 'feigning death', 'playing possum']",,
4318.0,親族,41235.0,0,0,,"['relative', 'relation', 'kin']",,
4319.0,下車,41227.0,0,1,N2,"['alighting (from a train, bus, etc.)', 'getting off', 'getting out (of a car)']",,N2
4320.0,退職,41211.0,0,1,N1,"['retirement', 'resignation']",,N1
4321.0,コンテスト,41200.0,1,0,,['contest'],,
4322.0,登,41200.0,0,0,,"['mountain climbing', 'mountaineering', 'ascent of a mountain']",,
4323.0,満たし,41197.0,0,0,,"[""to satisfy (conditions, one's appetite, etc.)"", 'to meet (e.g. demands)', 'to fulfill', 'to gratify']",,
4324.0,ウィーン,41190.0,0,0,,['Vienna (Austria)'],,
4325.0,アシスタント,41185.0,0,0,,['assistant'],,
4326.0,畑,41166.0,1,1,N3,"['field (for growing wheat, fruit, vegetables, etc.)', 'cultivated land', 'vegetable plot', 'kitchen garden', 'plantation']",,N3
4327.0,改,41163.0,0,0,,['revision'],,
4328.0,半分,41141.0,1,1,N5,['half'],,N5
4329.0,複合,41131.0,0,1,N1,"['composite', 'combined', 'complex']",,N1
4330.0,従事,41124.0,0,1,N1,"['engaging in (work)', 'pursuing (e.g. studies)', 'following (a profession)', 'being involved in']",,N1
4331.0,肖像,41122.0,0,0,,"['portrait', 'likeness', 'picture']",,
4332.0,ユナイテッド,41116.0,0,0,,['united'],,
4333.0,当主,41069.0,0,0,,['(present) head of a family'],,
4334.0,これから,41060.0,0,0,,"['from now on', 'after this', 'in the future', 'in future']",,
4335.0,斉,41053.0,0,0,,"['Qi (kingdom in China during the Spring and Autumn Period and the Period of the Warring States)', ""Ch'i""]",,
4336.0,早く,41047.0,0,0,,"['early', 'soon']",,
4337.0,養子,41041.0,0,0,,"['adopted child (usu. male)', 'son-in-law']",,
4338.0,進む,41040.0,0,1,N4,"['to advance', 'to go forward']",,N4
4339.0,アリス,41027.0,0,0,,['Alice (1990 film)'],,
4340.0,号機,41027.0,0,0,,[],,
4341.0,ジャケット,41020.0,1,0,,['jacket'],,
4342.0,追放,41010.0,0,1,N1,"['exile', 'banishment', 'eviction', 'deportation', 'purge', 'expulsion', 'ousting']",,N1
4343.0,司法,41002.0,0,1,N1,"['administration of justice', 'judicature']",,N1
4344.0,デモ,41000.0,0,0,,"['demonstration', 'protest']",,
4345.0,東経,40987.0,0,0,,['east longitude'],,
4346.0,改め,40967.0,0,0,,"['former (e.g. name)', 'previous', 'changed']",,
4347.0,任意,40939.0,0,0,,"['optional', 'voluntary', 'arbitrary', 'random', 'discretionary', 'facultative', 'spontaneous', 'any']",,
4348.0,士官,40938.0,0,0,,['officer'],,
4349.0,角川書店,40935.0,0,0,,['Kadokawa Shoten (publisher)'],,
