Rank;Lemma;Occurrences
3766;若い;48579
3767;高木;48571
3768;ポスト;48568
3769;したがっ;48555
3770;ナレーション;48544
3771;意思;48507
3772;盛;48483
3773;シ;48468
3774;福山;48462
3775;諸国;48406
3776;電動;48385
3777;さま;48369
3778;ジェームズ;48357
3779;駆動;48357
3780;霧;48336
3781;日本テレビ放送網;48332
3782;べく;48330
3783;中華民国;48313
3784;通学;48306
3785;博多;48304
3786;房;48292
3787;改修;48264
3788;実況;48261
3789;紫;48258
3790;総理;48249
3791;いま;48247
3792;義務;48223
3793;課長;48216
3794;なれ;48213
3795;つける;48211
3796;もっとも;48186
3797;千代田;48182
3798;紋章;48166
3799;武士;48143
3800;あらす;48133
3801;停留所;48121
3802;阪急;48118
3803;保健;48112
3804;鋼;48095
3805;塩;48083
3806;大谷;48077
3807;坊;47981
3808;騎手;47981
3809;引き続き;47978
3810;多かっ;47968
3811;高校生;47967
3812;オールスター;47936
3813;眼;47934
3814;テキサス;47933
3815;ジョージア;47930
3816;伊達;47899
3817;フィンランド;47893
3818;ラン;47869
3819;吉川;47849
3820;校長;47838
3821;組み合わせ;47829
3822;ピン;47821
3823;頂い;47816
3824;幕;47811
3825;書誌;47800
3826;無所属;47796
3827;解消;47781
3828;多摩;47760
3829;楽天;47754
3830;取る;47716
3831;前提;47705
3832;起源;47679
3833;肉;47637
3834;ニュージーランド;47592
3835;優れ;47544
3836;避け;47541
3837;移管;47509
3838;地形;47422
3839;ジャイアンツ;47404
3840;役員;47391
3841;ヤング;47384
3842;地獄;47364
3843;宣;47354
3844;在住;47321
3845;地帯;47303
3846;学名;47286
3847;詩人;47276
3848;越;47276
3849;海洋;47273
3850;吾;47210
3851;対決;47200
3852;悪;47196
3853;小山;47184
3854;誤字;47177
3855;付い;47142
3856;ノルウェー;47140
3857;学年;47133
3858;低下;47131
3859;三島;47125
3860;スポンサー;47122
3861;軒;47102
3862;イラン;47083
3863;失っ;47073
3864;毎日放送;47049
3865;気象;47048
3866;みたい;47042
3867;酒井;47042
3868;今井;46993
3869;戦う;46965
3870;収集;46933
3871;ゲート;46894
3872;タワー;46874
3873;岳;46839
3874;論争;46834
3875;必殺;46804
3876;極めて;46795
3877;ウルトラ;46789
3878;スクール;46788
3879;気持ち;46773
3880;笑;46770
3881;クリスマス;46755
3882;日曜日;46740
3883;ダウンロード;46739
3884;原画;46732
3885;ミッション;46722
3886;創刊;46712
3887;編著;46708
3888;総督;46693
3889;流れる;46690
3890;をもって;46674
3891;率いる;46668
3892;盛岡;46666
3893;基づき;46610
3894;高山;46567
3895;神田;46524
3896;竹内;46502
3897;薫;46491
3898;もつ;46486
3899;大き;46473
3900;復興;46432
3901;官僚;46422
3902;格闘;46416
3903;きょう;46390
3904;桜井;46382
3905;それでも;46375
3906;ドン;46354
3907;午前;46347
3908;参り;46300
3909;北条;46297
3910;端;46293
3911;正義;46282
3912;動作;46277
3913;三菱;46269
3914;訂正;46253
3915;会計;46246
3916;小松;46228
3917;たる;46227
3918;パート;46221
3919;さい;46177
3920;おん;46173
3921;にくい;46171
3922;以内;46138
3923;ウルトラマン;46134
3924;ゆり;46106
3925;北西;46049
3926;安田;46042
3927;傘下;46039
3928;皇;46034
3929;後者;46015
3930;峠;46015
3931;にあたる;46006
3932;ベル;46002
3933;測定;45972
3934;胸;45947
3935;戻し;45938
3936;調;45935
3937;みち;45934
3938;野田;45920
3939;敗北;45908
3940;昇;45895
3941;開館;45891
3942;カット;45841
3943;称し;45827
3944;公認;45825
3945;推測;45824
3946;哲;45785
3947;関与;45774
3948;ドラえもん;45760
3949;発着;45758
3950;宝塚;45750
3951;鐵;45737
3952;圭;45727
3953;おそらく;45713
3954;まつり;45685
3955;想定;45679
3956;係;45636
3957;結ん;45632
3958;まったく;45598
3959;陵;45593
3960;昔;45583
3961;レスリング;45583
3962;ロス;45569
3963;公社;45562
3964;描く;45555
3965;通っ;45552
3966;阿;45546
3967;ある程度;45538
3968;早;45532
3969;――;45506
3970;ジャズ;45495
3971;妃;45485
3972;ヲ;45473
3973;サーキット;45439
3974;シカゴ;45423
3975;寄稿;45375
3976;記し;45367
3977;洲;45365
3978;新書;45358
3979;よみ;45347
3980;歌謡;45325
3981;異常;45323
3982;国境;45323
3983;シンガポール;45313
3984;土曜日;45309
3985;ガール;45305
3986;知れ;45294
3987;啓;45265
3988;バス停;45256
3989;脱出;45248
3990;再建;45212
3991;宮本;45185
3992;五輪;45172
3993;南海;45157
3994;リニューアル;45136
3995;書き込み;45117
3996;電撃;45080
3997;玄;45069
3998;戦時;45059
3999;尋常;45049
4000;研修;45029
4001;最低;45029
4002;キャプション;45016
4003;戦前;45011
4004;転換;44992
4005;住ん;44981
4006;原子;44945
4007;資源;44942
4008;保持;44940
4009;果たす;44921
4010;ヒロイン;44916
4011;衛生;44906
4012;監視;44898
4013;大隊;44887
4014;琉球;44874
4015;試み;44868
4016;来る;44847
4017;予算;44835
4018;クロス;44829
4019;タクシー;44809
4020;塾;44809
4021;ぼく;44804
4022;インターナショナル;44757
4023;下部;44735
4024;魏;44731
4025;言える;44710
4026;滝;44708
4027;疑い;44698
4028;大使館;44690
4029;側面;44684
4030;チャールズ;44673
4031;島田;44666
4032;佐野;44646
4033;ハード;44593
4034;お詫び;44567
4035;警視庁;44545
4036;首長;44537
4037;瀬;44498
4038;虫;44496
4039;認める;44486
4040;確立;44474
4041;美少女;44449
4042;ストリート;44439
4043;境;44435
4044;分から;44428
4045;明示;44399
4046;反乱;44380
4047;投げ;44345
4048;残さ;44319
4049;幻;44318
4050;気候;44306
4051;参謀;44306
4052;安藤;44298
4053;ナレーター;44296
4054;文明;44283
4055;日産;44254
4056;リード;44253
4057;不動産;44244
4058;ポップ;44214
4059;土木;44203
4060;水系;44201
4061;派生;44197
4062;無効;44195
4063;大佐;44176
4064;α;44150
4065;弥;44146
4066;金子;44138
4067;北東;44122
4068;なんて;44111
4069;落ち;44102
4070;ダウン;44100
4071;横須賀;44093
4072;魔女;44065
4073;ドライブ;44054
4074;森田;44037
4075;片;43983
4076;正体;43958
4077;分子;43957
4078;沿い;43950
4079;甲子園;43942
4080;乳;43919
4081;両者;43889
4082;活性;43884
4083;電波;43868
4084;サウンドトラック;43864
4085;付与;43864
4086;共有;43864
4087;各駅;43859
4088;銅;43788
4089;天文学;43782
4090;卿;43756
4091;武将;43746
4092;プール;43698
4093;複雑;43694
4094;タッグ;43666
4095;まさ;43660
4096;日野;43645
4097;灯;43619
4098;勧め;43616
4099;迷惑;43614
4100;ラテン;43606
4101;どれ;43600
4102;ゴジラ;43590
4103;ランク;43589
4104;既存;43580
4105;例外;43572
4106;控え;43564
4107;委託;43539
4108;チャンピオンズ;43532
4109;別に;43497
4110;巡;43497
4111;決議;43492
4112;マンガ;43488
4113;別冊;43486
4114;税;43462
4115;くま;43444
4116;創造;43435
4117;構築;43428
4118;居;43423
4119;死後;43416
4120;マラソン;43363
4121;ボード;43354
4122;生息;43349
4123;こんな;43342
4124;くり;43334
4125;北陸;43327
4126;だが;43316
4127;財政;43295
4128;─;43294
4129;埋葬;43270
4130;ブルース;43270
4131;いし;43243
4132;皇后;43242
4133;彰;43241
4134;照;43224
4135;足利;43217
4136;手引き;43216
4137;プレ;43207
4138;表彰;43203
4139;戦線;43200
4140;旭;43188
4141;ほしい;43158
4142;朱;43145
4143;移住;43126
4144;インドネシア;43120
4145;橘;43109
4146;あくまで;43107
4147;簡易;43071
4148;南西;43067
4149;跡地;43060
4150;命じ;43059
4151;ケーブル;43044
4152;黒い;43030
4153;らい;43027
4154;メダル;43017
4155;ビッグ;43004
4156;東西;42996
4157;かた;42993
4158;紗;42989
4159;あらかじめ;42956
4160;見つけ;42945
4161;消え;42944
4162;容易;42935
4163;チャレンジ;42927
4164;連れ;42903
4165;法学部;42886
4166;蓮;42874
4167;シナリオ;42869
4168;応用;42867
4169;住む;42845
4170;天才;42828
4171;テン;42820
4172;白石;42816
4173;会見;42815
4174;げ;42804
4175;ボランティア;42754
4176;いつ;42752
4177;衣;42725
4178;重ね;42711
4179;創作;42711
4180;駐;42704
4181;続き;42703
4182;侵入;42703
4183;アドレス;42694
4184;替;42691
4185;悪く;42689
4186;みどり;42688
4187;兵衛;42680
4188;課題;42677
4189;勉強;42673
4190;小島;42657
4191;端末;42652
4192;幼少;42645
4193;遺伝子;42629
4194;あゆみ;42597
4195;数値;42596
4196;まり;42563
4197;小学;42561
4198;岸;42548
4199;起こっ;42541
4200;豪;42511
4201;ピクセル;42506
4202;殺;42482
4203;やる;42478
4204;全部;42476
4205;車種;42446
4206;日常;42442
4207;過剰;42433
4208;送っ;42428
4209;礼;42428
4210;依存;42426
4211;平凡社;42411
4212;音響;42409
4213;まい;42405
4214;寧;42398
4215;キャンペーン;42386
4216;所蔵;42376
4217;先輩;42375
4218;菊池;42369
4219;まあ;42291
4220;‘;42289
4221;輸入;42226
4222;投入;42225
4223;養成;42224
4224;研;42219
4225;戦死;42210
4226;深く;42210
4227;郷土;42190
4228;シート;42183
4229;当日;42179
4230;信長;42159
4231;開局;42146
4232;三木;42140
4233;ぜ;42139
4234;投;42137
4235;どうも;42135
4236;水泳;42131
4237;駒;42123
4238;そちら;42104
4239;風景;42103
4240;官房;42066
4241;支社;42058
4242;ダブルス;42057
4243;キロメートル;42035
4244;関わら;42028
4245;黒田;42024
4246;異論;42024
4247;ン;42023
4248;ドリーム;42016
4249;鷹;41978
4250;問わ;41977
4251;ターミナル;41975
4252;聡;41960
4253;キーボード;41958
4254;深い;41949
4255;侍;41935
4256;離脱;41917
4257;直通;41901
4258;トム;41879
4259;はっきり;41864
4260;棋士;41864
4261;有し;41861
4262;お互い;41797
4263;達し;41793
4264;ショップ;41774
4265;大将;41773
4266;たけ;41771
4267;ジム;41753
4268;開か;41739
4269;ギャラリー;41732
4270;露;41715
4271;全面;41711
4272;自主;41704
4273;変える;41703
4274;やり;41682
4275;学ぶ;41681
4276;一家;41670
4277;証言;41648
4278;属し;41634
4279;ボディ;41634
4280;業種;41632
4281;解析;41625
4282;ガラス;41616
4283;歌唱;41611
4284;ポンド;41605
4285;卵;41601
4286;沿岸;41596
4287;決戦;41576
4288;卓球;41569
4289;中田;41567
4290;ニーズ;41551
4291;リボン;41550
4292;売却;41542
4293;メトロ;41538
4294;呂;41515
4295;ヘンリー;41486
4296;やがて;41470
4297;浦和;41459
4298;馬場;41448
4299;卒;41439
4300;論理;41433
4301;乗っ;41417
4302;戦史;41416
4303;空中;41409
4304;気筒;41400
4305;部下;41399
4306;パソコン;41387
4307;翌日;41378
4308;音源;41355
4309;話し;41323
4310;パートナー;41302
4311;くれる;41288
4312;突然;41287
4313;スミス;41286
4314;実力;41275
4315;ぶ;41269
4316;レストラン;41255
4317;死ん;41247
4318;親族;41235
4319;下車;41227
4320;退職;41211
4321;コンテスト;41200
4322;登;41200
4323;満たし;41197
4324;ウィーン;41190
4325;アシスタント;41185
4326;畑;41166
4327;改;41163
4328;半分;41141
4329;複合;41131
4330;従事;41124
4331;肖像;41122
4332;ユナイテッド;41116
4333;当主;41069
4334;これから;41060
4335;斉;41053
4336;早く;41047
4337;養子;41041
4338;進む;41040
4339;アリス;41027
4340;号機;41027
4341;ジャケット;41020
4342;追放;41010
4343;司法;41002
4344;デモ;41000
4345;東経;40987
4346;改め;40967
4347;任意;40939
4348;士官;40938
4349;角川書店;40935
4350;原案;40911
4351;和名;40865
4352;修了;40856
4353;一応;40837
4354;水野;40833
4355;ロー;40831
4356;診断;40799
4357;双;40792
4358;推理;40770
4359;歴任;40767
4360;リチャード;40764
4361;標準時;40763
4362;ジェット;40747
4363;承;40745
4364;姫路;40718
4365;ニコニコ;40717
4366;何らかの;40715
4367;種目;40711
4368;東芝;40710
4369;流通;40699
4370;岩波書店;40684
4371;無理;40679
4372;刊;40679
4373;誤り;40672
4374;国防;40671
4375;みなみ;40664
4376;一種;40660
4377;てつ;40658
4378;女神;40652
4379;決まっ;40643
4380;長岡;40639
4381;ブル;40639
4382;八王子;40624
4383;祖父;40606
4384;大山;40598
4385;大久保;40593
4386;大日本帝国;40581
4387;西洋;40577
4388;欅;40566
4389;行事;40564
4390;オーディション;40559
4391;不正;40556
4392;念;40537
4393;モーニング;40525
4394;出走;40497
4395;台車;40482
4396;庁舎;40473
4397;負担;40472
4398;丸山;40468
4399;出会い;40414
4400;日立;40411
4401;講演;40408
4402;ラスト;40393
4403;木下;40370
4404;衣装;40364
4405;町田;40348
4406;操縦;40323
4407;末期;40322
4408;争い;40307
4409;個体;40295
4410;交代;40292
4411;在位;40258
4412;奴隷;40232
4413;謝罪;40227
4414;ならびに;40220
4415;脱字;40219
4416;船舶;40210
4417;ビット;40210
4418;山城;40182
4419;中京;40174
4420;北緯;40172
4421;春日;40159
4422;フランク;40146
4423;強力;40139
4424;コア;40136
4425;芸能人;40134
4426;ミステリー;40131
4427;爆撃;40123
4428;間違っ;40119
4429;皆様;40119
4430;永遠;40099
4431;にわたって;40087
4432;暴力;40075
4433;瀬戸;40071
4434;文学部;40063
4435;定員;40055
4436;もともと;40050
4437;避ける;40047
4438;文芸;40026
4439;火災;40010
4440;我;39996
4441;行方;39993
4442;日本国;39992
4443;視点;39981
4444;離婚;39979
4445;着用;39975
4446;大名;39972
4447;利点;39964
4448;起こす;39944
4449;絶滅;39931
4450;少将;39930
4451;を通して;39910
4452;麦;39902
4453;静;39889
4454;石油;39887
4455;接触;39868
4456;バルセロナ;39865
4457;毎;39856
4458;セブン;39831
4459;熊;39789
4460;飯田;39787
4461;由;39787
4462;分かれ;39786
4463;天然;39784
4464;大津;39780
4465;ショッピング;39779
4466;どんな;39776
4467;衛門;39772
4468;月間;39764
4469;えん;39763
4470;涼;39753
4471;石原;39747
4472;品川;39714
4473;単なる;39708
4474;リスク;39675
4475;南東;39674
4476;環状;39669
4477;南アフリカ;39652
4478;併合;39647
4479;ハワイ;39613
4480;髪;39610
4481;尊;39604
4482;役職;39592
4483;日時;39587
4484;日向;39576
4485;象徴;39576
4486;手術;39569
4487;授与;39558
4488;議席;39557
4489;青い;39551
4490;ファッション;39544
4491;隠し;39541
4492;経路;39521
4493;発掘;39497
4494;関心;39488
4495;マリア;39479
4496;次郎;39470
4497;管区;39461
4498;突破;39458
4499;雇用;39448
4500;紅白;39426
4501;縦;39425
4502;掛け;39416
4503;聖堂;39395
4504;業績;39383
4505;同期;39368
4506;時計;39367
4507;安倍;39359
4508;適当;39351
4509;破り;39321
4510;他者;39319
4511;ソニー;39293
4512;保安;39285
4513;セルビア;39256
4514;体系;39241
4515;不思議;39236
4516;終え;39207
4517;がん;39204
4518;央;39202
4519;栽培;39192
4520;ドキュメンタリー;39189
4521;攻略;39169
4522;元号;39165
4523;師範;39149
4524;山内;39129
4525;市議会;39113
4526;ダブル;39110
4527;オフィス;39095
4528;寮;39087
4529;調教;39055
4530;殿堂;39052
4531;レコーディング;39050
4532;バラ;39041
4533;助手;39030
4534;増刊;39024
4535;単行;39023
4536;女の子;38990
4537;都合;38969
4538;信じ;38955
4539;賞金;38934
4540;月末;38923
4541;保守;38917
4542;分秒;38897
4543;繁;38865
4544;砂;38818
4545;荒川;38815
4546;経っ;38805
4547;殺さ;38805
4548;タン;38803
4549;中等;38800
4550;呼び;38789
4551;次第;38771
4552;コマ;38765
4553;ヘッド;38728
4554;伝記;38728
4555;伝承;38722
4556;戻る;38719
4557;納得;38714
4558;銀座;38710
4559;造船;38704
4560;小泉;38696
4561;促進;38638
4562;日々;38637
4563;ミルク;38632
4564;射撃;38599
4565;マイ;38598
4566;指;38596
4567;喜;38595
4568;星野;38581
4569;再現;38572
4570;自社;38571
4571;関わっ;38569
4572;テロ;38541
4573;遠;38529
4574;病気;38522
4575;抗議;38517
4576;婦;38511
4577;高崎;38496
4578;一連;38494
4579;出発;38491
4580;佑;38488
4581;月曜日;38459
4582;パターン;38458
4583;柏;38451
4584;閉店;38415
4585;財産;38401
4586;民俗;38398
4587;公爵;38391
4588;評議;38365
